year,tax_unit_id,household_weight,broad_income,taxable_income,mtr,mtr_prime
2023,959602,9418.16015625,40000.0,26150.0,0.2515,0.26197472201629235
2023,4199701,14127.240234375,480000.0,452300.0,0.40750003,0.41955484670895515
2023,4029801,9418.16015625,289507.0,232964.75,0.40267187,0.3990217355726874
2023,1399801,4709.080078125,96283.0,81942.44,0.32720315,0.32307019360835065
2023,3620501,4709.080078125,93522.0,81078.16,0.30752343,0.3162442077178823
2023,3231401,4709.080078125,71535.0,45573.0,0.34399998,0.3516797035199343
2023,5047801,4709.080078125,65151.0,37402.68,0.1965,0.19182515336831774
2023,5273701,9418.16015625,36750.0,13890.0,0.53484374,0.5513822102333581
2023,642401,14127.240234375,74779.0,56883.97,0.2015,0.22910793126985018
2023,2908501,4709.080078125,59502.0,68752.96,0.36563283,0.37692505373462715
2023,5133901,4709.080078125,180100.0,152368.0,0.29650003,0.3002440305954579
2023,4273901,9418.16015625,153346.0,102791.16,0.35399997,0.34895925033926345
2023,7783701,4709.080078125,99000.0,71300.0,0.20229685,0.1723251058694375
2023,5725601,4709.080078125,185418.0,200326.88,0.35900003,0.3451076276579679
2023,1336701,9418.16015625,76000.0,38039.277,0.2612031,0.26415126445933534
2023,809501,9418.16015625,118200.0,90435.0,0.39964843,0.3999337703889604
2023,5393601,4709.080078125,60600.0,46258.0,0.34649998,0.3626752544328037
2023,429501,4709.080078125,201152.0,154744.48,0.34649998,0.3468023678824034
2023,4803601,4709.080078125,299384.0,238947.84,0.3545,0.3591414569086896
2023,8363401,4709.080078125,25010.0,816.375,0.2745,0.2686230288424619
2023,4743401,4709.080078125,385677.0,329913.0,0.3255,0.33930594227182465
2023,3106701,9418.16015625,66503.0,49702.04,0.3625,0.3541689602558987
2023,5413401,4709.080078125,160000.0,132300.0,0.34649998,0.3209729007686576
2023,3934701,9418.16015625,28001.0,11621.379,0.3316133,0.33342817969534033
2023,4555701,4709.080078125,61419.0,46881.07,0.29650003,0.2893993267879028
2023,8372901,4709.080078125,110000.0,85300.0,0.26950002,0.2567869047119713
2023,3068301,4709.080078125,21874.0,6315.0,0.2575,0.26491042060616155
2023,8491401,4709.080078125,205076.0,158739.73,0.40249997,0.39914319810722554
2023,1541701,14127.240234375,35702.0,14901.48,0.3403281,0.3387152745225137
